id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
3267,dino-mite i, (new earth),public identity,good characters,,,male characters,living characters,6,"1996, october",1996
3268,dirk armstrong, (new earth),public identity,good characters,,brown hair,male characters,living characters,6,"1996, october",1996
3269,ephyra, (new earth),public identity,good characters,white eyes,blue hair,female characters,living characters,6,"1996, september",1996
3270,joy page, (new earth),public identity,good characters,blue eyes,blond hair,female characters,living characters,6,"1996, september",1996
3271,nemek, (new earth),,good characters,,,male characters,living characters,6,"1996, december",1996
3272,brian bryan, (new earth),public identity,good characters,,,male characters,living characters,6,"1995, february",1995
3273,jack weston, (new earth),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,6,"1995, october",1995
3274,john lamonica, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,6,"1995, may",1995
3275,scarth, (new earth),,bad characters,,blond hair,male characters,living characters,6,"1995, january",1995
3276,three faces of evil, (new earth),public identity,bad characters,red eyes,,,living characters,6,"1995, december",1995
3277,adara, (new earth),secret identity,bad characters,blue eyes,green hair,female characters,deceased characters,6,"1994, november",1994
3278,coven, (new earth),,bad characters,,black hair,female characters,living characters,6,"1994, october",1994
3279,damien kane, (new earth),secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,6,"1994, february",1994
3280,dementor, (new earth),,bad characters,,,male characters,living characters,6,"1994, july",1994
3281,harold ross, (new earth),,bad characters,,brown hair,male characters,living characters,6,"1994, october",1994
3282,honey, (new earth),secret identity,,,blond hair,female characters,living characters,6,"1994, january",1994
3283,jack snyder, (new earth),,bad characters,,brown hair,male characters,living characters,6,"1994, march",1994
3284,jonathan kellor, (new earth),public identity,bad characters,blue eyes,brown hair,male characters,living characters,6,"1994, december",1994
3285,lady dragon, (new earth),secret identity,bad characters,,black hair,female characters,living characters,6,"1994, december",1994
3286,loria, (new earth),secret identity,good characters,green eyes,black hair,female characters,deceased characters,6,"1994, december",1994
3287,slagg, (new earth),,bad characters,,brown hair,male characters,living characters,6,"1994, october",1994
3288,wild huntsman i, (new earth),,bad characters,,,male characters,living characters,6,"1994, september",1994
3289,angora lapin, (new earth),secret identity,bad characters,pink eyes,white hair,female characters,living characters,6,"1993, june",1993
3290,brian elliot, (new earth),public identity,reformed criminals,,blond hair,male characters,living characters,6,"1993, may",1993
3291,camille sly, (new earth),,good characters,blue eyes,black hair,female characters,living characters,6,"1993, april",1993
3292,ewald olafsson, (new earth),public identity,bad characters,blue eyes,white hair,male characters,deceased characters,6,"1993, september",1993
3293,feralyce, (new earth),public identity,good characters,yellow eyes,black hair,female characters,living characters,6,"1993, january",1993
3294,jonas glim, (new earth),,neutral characters,,,male characters,living characters,6,"1993, december",1993
3295,micah rains, (new earth),public identity,good characters,,brown hair,male characters,living characters,6,"1993, april",1993
3296,peggy gardner, (new earth),,,,,female characters,living characters,6,"1993, august",1993
3297,powerhouse, (new earth),secret identity,bad characters,,blue hair,male characters,living characters,6,"1993, november",1993
3298,sylvia eisenberg, (new earth),public identity,good characters,,brown hair,female characters,living characters,6,"1993, november",1993
3299,candlemaker, (new earth),,bad characters,blue eyes,,male characters,deceased characters,6,"1992, july",1992
3300,daniel william ducannon, (new earth),secret identity,bad characters,blue eyes,white hair,male characters,living characters,6,"1992, october",1992
3301,hi-tech, (new earth),secret identity,bad characters,blue eyes,red hair,female characters,living characters,6,"1992, october",1992
3302,hudson pyle, (new earth),secret identity,neutral characters,,brown hair,male characters,deceased characters,6,"1992, june",1992
3303,jordan wylie, (new earth),public identity,bad characters,blue eyes,brown hair,male characters,living characters,6,"1992, january",1992
3304,echson krystal, (new earth),public identity,,,brown hair,male characters,living characters,6,"1991, december",1991
3305,karl ranck, (new earth),public identity,neutral characters,,blond hair,male characters,deceased characters,6,"1991, october",1991
3306,pyotr raskov, (new earth),public identity,good characters,brown eyes,grey hair,male characters,deceased characters,6,"1991, july",1991
3307,sumaan harjavti, (new earth),public identity,bad characters,brown eyes,black hair,male characters,living characters,6,"1991, august",1991
3308,tyrn krystal, (new earth),public identity,,,red hair,female characters,living characters,6,"1991, december",1991
3309,cora, (new earth),public identity,good characters,blue eyes,,female characters,living characters,6,"1990, march",1990
3310,dardanus, (new earth),public identity,bad characters,black eyes,blond hair,male characters,deceased characters,6,"1990, march",1990
3311,dren keeg, (new earth),secret identity,neutral characters,white eyes,,male characters,living characters,6,"1990, march",1990
3312,dwight sykes, (new earth),public identity,good characters,,black hair,male characters,living characters,6,"1990, march",1990
3313,marvin noronsa, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,6,"1990, november",1990
3314,michael sykes, (new earth),public identity,good characters,,black hair,male characters,living characters,6,"1990, march",1990
3315,tanya fox, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,6,"1990, january",1990
3316,terri eckhart, (new earth),secret identity,good characters,green eyes,red hair,female characters,living characters,6,"1990, december",1990
3317,yuga khan, (new earth),,,,,male characters,deceased characters,6,"1990, june",1990
3318,azure, (new earth),secret identity,bad characters,blue eyes,black hair,female characters,living characters,6,"1989, july",1989
3319,benjamin hecht, (new earth),public identity,good characters,,grey hair,male characters,living characters,6,"1989, december",1989
3320,byron shelley, (new earth),,bad characters,,brown hair,male characters,living characters,6,"1989, september",1989
3321,churljenkins, (new earth),public identity,good characters,black eyes,green hair,female characters,living characters,6,"1989, march",1989
3322,ethel cripps, (new earth),,,,,female characters,living characters,6,"1989, january",1989
3323,faruka, (new earth),,good characters,,brown hair,female characters,living characters,6,"1989, july",1989
3324,fred, (new earth),,good characters,,,male characters,living characters,6,"1989, april",1989
3325,lennox, (new earth),secret identity,bad characters,blue eyes,white hair,male characters,deceased characters,6,"1989, august",1989
3326,lionel hawkins, (new earth),secret identity,good characters,,brown hair,male characters,living characters,6,"1989, january",1989
3327,maritza nitumbe, (new earth),public identity,good characters,brown eyes,brown hair,female characters,living characters,6,"1989, december",1989
3328,melanie boulder, (new earth),public identity,good characters,,blond hair,female characters,living characters,6,"1989, february",1989
3329,nehebka, (new earth),,good characters,brown eyes,brown hair,female characters,deceased characters,6,"1989, may",1989
3330,oenone, (new earth),,good characters,,red hair,female characters,living characters,6,"1989, february",1989
3331,phillip easton, (new earth),public identity,neutral characters,,black hair,male characters,living characters,6,"1989, april",1989
3332,quiz, (new earth),secret identity,bad characters,brown eyes,black hair,female characters,living characters,6,"1989, september",1989
3333,rosa rubikskova, (new earth),public identity,good characters,green eyes,brown hair,female characters,living characters,6,1989,1989
3334,russ granger, (new earth),public identity,good characters,,white hair,male characters,living characters,6,"1989, july",1989
3335,silver shield, (new earth),secret identity,neutral characters,,,male characters,living characters,6,"1989, november",1989
3336,stefano mandragora, (new earth),public identity,bad characters,,white hair,male characters,deceased characters,6,"1989, may",1989
3337,teledar, (new earth),,good characters,,,male characters,deceased characters,6,"1989, april",1989
3338,tyrus, (new earth),public identity,good characters,,,male characters,living characters,6,"1989, september",1989
3339,beth zahar, (new earth),,good characters,,red hair,female characters,living characters,6,"1988, october",1988
3340,choi, (new earth),public identity,bad characters,brown eyes,black hair,male characters,living characters,6,"1988, april",1988
3341,hecate, (new earth),,neutral characters,,white hair,female characters,living characters,6,"1988, august",1988
3342,hugo danner, (new earth),secret identity,bad characters,,white hair,male characters,deceased characters,6,"1988, march",1988
3343,jamie sawyer, (new earth),public identity,good characters,,brown hair,female characters,living characters,6,"1988, march",1988
3344,katina leikos, (new earth),public identity,bad characters,brown eyes,black hair,female characters,deceased characters,6,"1988, july",1988
3345,legs, (new earth),,neutral characters,brown eyes,black hair,male characters,living characters,6,"1988, june",1988
3346,marcia claiborne, (new earth),,good characters,,blond hair,female characters,deceased characters,6,"1988, september",1988
3347,maxwell roger castle, (new earth),,bad characters,,blond hair,male characters,deceased characters,6,"1988, september",1988
3348,runaround sue, (new earth),secret identity,bad characters,,blond hair,female characters,living characters,6,"1988, september",1988
3349,siphon, (new earth),,,,,male characters,living characters,6,"1988, september",1988
3350,zuggernaut, (new earth),secret identity,bad characters,red eyes,,male characters,living characters,6,"1988, march",1988
3351,aella, (new earth),,good characters,,,female characters,deceased characters,6,"1987, february",1987
3352,ahtier, (new earth),secret identity,bad characters,,,female characters,deceased characters,6,1987,1987
3353,branden, (new earth),,bad characters,,brown hair,male characters,deceased characters,6,"1987, march",1987
3354,cambodian, (new earth),secret identity,bad characters,,,male characters,living characters,6,"1987, september",1987
3355,cottus, (new earth),public identity,bad characters,red eyes,,,living characters,6,"1987, november",1987
3356,fledermaus, (new earth),secret identity,bad characters,,red hair,male characters,deceased characters,6,"1987, june",1987
3357,helene astar, (new earth),public identity,bad characters,,black hair,female characters,deceased characters,6,"1987, november",1987
3358,mister gilchrist, (new earth),public identity,,,white hair,male characters,living characters,6,"1987, october",1987
3359,noelle avril, (new earth),secret identity,,blue eyes,white hair,female characters,living characters,6,"1987, december",1987
3360,rachel caspian, (new earth),,good characters,,red hair,female characters,living characters,6,"1987, june",1987
3361,robert dubois, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,6,"1987, april",1987
3362,stan the pimp, (new earth),,bad characters,,brown hair,male characters,deceased characters,6,"1987, february",1987
3363,bog venus, (new earth),,good characters,,,female characters,living characters,6,"1986, april",1986
3364,gerald zimmerman, (new earth),secret identity,bad characters,,,male characters,deceased characters,6,"1986, october",1986
3365,jonathan mann, (new earth),secret identity,good characters,blue eyes,brown hair,male characters,deceased characters,6,1986,1986
3366,kettle hole devil, (new earth),,good characters,,,male characters,living characters,6,"1986, april",1986
3367,saint columba, (new earth),,good characters,,,male characters,living characters,6,"1986, april",1986
3368,benjamin love, (new earth),secret identity,bad characters,black eyes,black hair,male characters,deceased characters,6,"1985, september",1985
3369,jonni dc, (new earth),,neutral characters,,red hair,female characters,deceased characters,6,"1985, july",1985
3370,matthew stein, (new earth),,,brown eyes,red hair,male characters,living characters,6,"1985, december",1985
3371,shamus, (new earth),,,,brown hair,male characters,living characters,6,"1985, february",1985
3372,vance vanucci, (new earth),public identity,bad characters,blue eyes,blond hair,male characters,living characters,6,"1985, may",1985
3373,yndamaati, (new earth),,good characters,,,female characters,deceased characters,6,"1985, december",1985
3374,bernard bonner, (new earth),secret identity,bad characters,,,male characters,living characters,6,"1984, may",1984
3375,fay evans, (new earth),,good characters,,brown hair,female characters,living characters,6,"1984, january",1984
3376,haifisch, (new earth),public identity,bad characters,blue eyes,grey hair,male characters,deceased characters,6,"1984, april",1984
3377,henry p. smithers, (new earth),,,,black hair,male characters,living characters,6,"1984, august",1984
3378,jerry evans, (new earth),,good characters,,brown hair,male characters,living characters,6,"1984, january",1984
3379,kamah, (new earth),public identity,bad characters,red eyes,orange hair,female characters,deceased characters,6,"1984, october",1984
3380,mama madame, (new earth),,neutral characters,white eyes,white hair,female characters,living characters,6,"1984, february",1984
3381,rojek, (new earth),,,,,male characters,living characters,6,"1984, august",1984
3382,takeo yamashiro, (new earth),,bad characters,,black hair,male characters,deceased characters,6,"1984, april",1984
3383,tezcatlipoca, (new earth),secret identity,bad characters,,,male characters,living characters,6,"1984, april",1984
3384,thomas corbett, (new earth),secret identity,good characters,blue eyes,black hair,male characters,living characters,6,"1984, march",1984
3385,bedlam, (new earth),,bad characters,,red hair,male characters,deceased characters,6,"1983, june",1983
3386,ms. mesmer, (new earth),secret identity,bad characters,,black hair,female characters,living characters,6,"1983, february",1983
3387,princess topaz, (new earth),public identity,neutral characters,yellow eyes,black hair,female characters,living characters,6,"1983, august",1983
3388,voss, (new earth),public identity,good characters,red eyes,black hair,male characters,living characters,6,"1983, october",1983
3389,anthony scarapelli, (new earth),public identity,bad characters,,black hair,male characters,deceased characters,6,"1982, december",1982
3390,tuebeen, (new earth),,good characters,,,male characters,living characters,6,"1982, august",1982
3391,carl woods, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,6,"1981, june",1981
3392,flying buttress, (new earth),secret identity,good characters,,,male characters,living characters,6,"1981, february",1981
3393,ahriman, (new earth),public identity,bad characters,,,male characters,living characters,6,"1980, february",1980
3394,virginia hex, (new earth),public identity,neutral characters,,brown hair,female characters,deceased characters,6,"1980, april",1980
3395,timothy fox, (new earth),public identity,bad characters,brown eyes,black hair,male characters,living characters,6,"1979, july",1979
3396,helen jordan ii, (new earth),,,blue eyes,brown hair,female characters,living characters,6,"1978, october",1978
3397,madame zodiac, (new earth),,bad characters,blue eyes,red hair,female characters,living characters,6,"1978, may",1978
3398,armageddon, (new earth),secret identity,bad characters,,,male characters,living characters,6,"1977, august",1977
3399,barney sands, (new earth),public identity,good characters,blue eyes,brown hair,male characters,living characters,6,"1977, april",1977
3400,elizabeth berg, (new earth),public identity,good characters,,blond hair,female characters,living characters,6,"1976, september",1976
3401,richard benson, (new earth),public identity,good characters,grey eyes,white hair,male characters,living characters,6,"1975, june",1975
3402,avia, (new earth),public identity,good characters,blue eyes,blond hair,female characters,deceased characters,6,"1972, march",1972
3403,james corrigan, (earth-one),public identity,good characters,black eyes,black hair,male characters,living characters,6,"1972, may",1972
3404,lump, (new earth),public identity,bad characters,white eyes,,male characters,deceased characters,6,"1972, april",1972
3405,victor volcanum, (new earth),,bad characters,,black hair,male characters,deceased characters,6,"1972, march",1972
3406,ebeneezer darrk, (new earth),public identity,bad characters,,,male characters,deceased characters,6,"1970, november",1970
3407,richard wilson, (new earth),public identity,neutral characters,blue eyes,brown hair,male characters,living characters,6,"1970, november",1970
3408,mupo, (new earth),public identity,,,black hair,male characters,living characters,6,"1969, august",1969
3409,andre de sevigne, (new earth),,good characters,,,male characters,deceased characters,6,"1968, may",1968
3410,daisy, (new earth),,,,,,living characters,6,"1968, august",1968
3411,vera sweet, (new earth),public identity,neutral characters,green eyes,blond hair,female characters,living characters,6,"1968, june",1968
3412,pol manning, (new earth),,,,,male characters,living characters,6,"1967, march",1967
3413,zborra, (new earth),,good characters,black eyes,,male characters,deceased characters,6,"1967, september",1967
3414,gagsworth a. gagsworthy, (new earth),,bad characters,,brown hair,male characters,living characters,6,"1966, november",1966
3415,roy reynolds, (new earth),,bad characters,,black hair,male characters,deceased characters,6,"1965, march",1965
3416,farmer boy, (new earth),public identity,good characters,blue eyes,blond hair,male characters,living characters,6,"1964, june",1964
3417,rog, (new earth),,bad characters,,,,living characters,6,"1964, march",1964
3418,f. gaylord clayburne iii, (new earth),public identity,good characters,blue eyes,brown hair,male characters,living characters,6,"1963, february",1963
3419,thomas jefferson, (new earth),,good characters,,red hair,male characters,living characters,6,"1962, may",1962
3420,jeanne walker, (new earth),public identity,good characters,blue eyes,blond hair,female characters,living characters,6,"1961, march",1961
3421,john wilkes booth, (new earth),public identity,,,brown hair,male characters,living characters,6,"1961, july",1961
3422,willard wiggins, (new earth),,,,,male characters,living characters,6,"1960, december",1960
3423,jonathan mayhew, (new earth),public identity,bad characters,blue eyes,brown hair,male characters,deceased characters,6,"1957, july",1957
3424,ranger, (new earth),secret identity,good characters,green eyes,red hair,male characters,deceased characters,6,"1955, january",1955
3425,gerald shilling, (new earth),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,6,"1954, november",1954
3426,benedict rundstrom, (new earth),secret identity,bad characters,,,male characters,deceased characters,6,"1951, june",1951
3427,edward clariss, (new earth),secret identity,bad characters,white eyes,,male characters,living characters,6,"1949, february",1949
3428,malachi zee, (new earth),,,,,male characters,living characters,6,"1947, june",1947
3429,sky pirate, (new earth),secret identity,bad characters,,,male characters,living characters,6,"1947, august",1947
3430,timothy karnes, (new earth),secret identity,bad characters,brown eyes,,male characters,deceased characters,6,"1943, february",1943
3431,henry ross, (new earth),,bad characters,,,male characters,living characters,6,"1941, december",1941
3432,ammon-ra, (new earth),secret identity,neutral characters,,,male characters,living characters,6,,
3433,kreaven, (new earth),public identity,neutral characters,,,male characters,living characters,6,,
3434,vulcan, (new earth),,good characters,,,male characters,living characters,6,,
3435,donna cavanagh, (new earth),public identity,good characters,green eyes,blond hair,female characters,living characters,6,,
3436,amadeus arkham, (new earth),public identity,good characters,,,male characters,living characters,6,,
3437,bedbug, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2011, january",2011
3438,black python, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2011, january",2011
3439,charles lane ii, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2011, january",2011
3440,doctor chaos, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2011, february",2011
3441,enchantress, (prime earth),,bad characters,,brown hair,female characters,living characters,5,"2011, november",2011
3442,etienne guiborg, (new earth),secret identity,bad characters,blue eyes,,male characters,living characters,5,"2011, february",2011
3443,michael desai, (new earth),,neutral characters,grey eyes,,male characters,living characters,5,"2011, july",2011
3444,orithia, (new earth),public identity,good characters,green eyes,black hair,female characters,living characters,5,"2011, january",2011
3445,rani singh, (new earth),secret identity,good characters,brown eyes,brown hair,male characters,living characters,5,"2011, january",2011
3446,sami mousawi, (new earth),,bad characters,,brown hair,male characters,deceased characters,5,"2011, april",2011
3447,sara butters, (new earth),secret identity,good characters,,,female characters,living characters,5,"2011, april",2011
3448,tataka, (new earth),secret identity,bad characters,red eyes,black hair,female characters,living characters,5,"2011, may",2011
3449,theodore cobblepot, (new earth),public identity,good characters,,grey hair,male characters,living characters,5,"2011, july",2011
3450,vijay singh, (new earth),secret identity,good characters,brown eyes,brown hair,male characters,living characters,5,"2011, january",2011
3451,zachary gate, (new earth),secret identity,bad characters,blue eyes,blond hair,male characters,living characters,5,"2011, july",2011
3452,catwoman iii, (new earth),secret identity,neutral characters,blue eyes,black hair,female characters,living characters,5,"2010, september",2010
3453,chloe sullivan, (new earth),public identity,good characters,blue eyes,blond hair,female characters,living characters,5,"2010, november",2010
3454,dennis ennis, (new earth),secret identity,good characters,,black hair,male characters,deceased characters,5,"2010, december",2010
3455,doctor caligan, (new earth),secret identity,bad characters,,black hair,male characters,living characters,5,"2010, december",2010
3456,feng po impostor, (new earth),,neutral characters,white eyes,,male characters,deceased characters,5,"2010, january",2010
3457,geomancer ii, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2010, march",2010
3458,goliath, (new earth),,bad characters,white eyes,brown hair,male characters,living characters,5,"2010, january",2010
3459,green ghoul, (new earth),secret identity,bad characters,,black hair,male characters,living characters,5,"2010, april",2010
3460,hans gerlicht, (new earth),,bad characters,,,male characters,living characters,5,"2010, january",2010
3461,harold winer, (new earth),public identity,bad characters,,black hair,male characters,living characters,5,"2010, june",2010
3462,jackal iii, (new earth),secret identity,bad characters,,blond hair,male characters,living characters,5,"2010, march",2010
3463,kristen kramer, (new earth),,,blue eyes,red hair,female characters,living characters,5,"2010, may",2010
3464,mateo burland, (new earth),secret identity,bad characters,black eyes,brown hair,male characters,living characters,5,"2010, march",2010
3465,milton kroft, (new earth),secret identity,bad characters,,brown hair,male characters,living characters,5,"2010, february",2010
3466,nora reid, (new earth),public identity,,blue eyes,red hair,female characters,living characters,5,"2010, august",2010
3467,peter hayes, (new earth),public identity,bad characters,brown eyes,brown hair,male characters,living characters,5,"2010, august",2010
3468,yu huang, (new earth),public identity,good characters,,,male characters,living characters,5,"2010, february",2010
3469,abraham arlington, (new earth),,good characters,,,male characters,living characters,5,"2009, may",2009
3470,archer of angelsport, (new earth),public identity,bad characters,brown eyes,white hair,male characters,deceased characters,5,"2009, august",2009
3471,donna anderson, (new earth),public identity,neutral characters,green eyes,brown hair,female characters,deceased characters,5,"2009, august",2009
3472,face ii, (new earth),secret identity,good characters,brown eyes,,male characters,deceased characters,5,"2009, january",2009
3473,jamal stuart, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,5,"2009, february",2009
3474,malik al thaka, (new earth),,bad characters,red eyes,,male characters,living characters,5,"2009, december",2009
3475,millicent mayne, (new earth),public identity,good characters,blue eyes,brown hair,female characters,living characters,5,"2009, february",2009
3476,riki kimura, (new earth),secret identity,good characters,black eyes,green hair,male characters,living characters,5,"2009, october",2009
3477,rocky, (new earth),public identity,good characters,white eyes,,male characters,living characters,5,"2009, november",2009
3478,sean sonus, (new earth),secret identity,bad characters,blue eyes,white hair,male characters,living characters,5,"2009, february",2009
3479,seductress, (new earth),secret identity,bad characters,,blond hair,female characters,living characters,5,"2009, august",2009
3480,son of the fallen, (new earth),public identity,good characters,black eyes,black hair,male characters,living characters,5,"2009, january",2009
3481,tyr-van, (new earth),public identity,good characters,,blond hair,male characters,living characters,5,"2009, may",2009
3482,ugly man, (new earth),secret identity,bad characters,,black hair,male characters,deceased characters,5,"2009, december",2009
3483,burn, (new earth),secret identity,bad characters,blue eyes,brown hair,male characters,deceased characters,5,"2008, may",2008
3484,edwar martinez, (new earth),public identity,bad characters,black eyes,,male characters,living characters,5,"2008, may",2008
3485,gangly man, (new earth),secret identity,bad characters,,brown hair,male characters,living characters,5,"2008, june",2008
3486,jesse, (new earth),public identity,bad characters,red eyes,black hair,male characters,living characters,5,"2008, august",2008
3487,konvikt, (new earth),,bad characters,,,male characters,living characters,5,"2008, june",2008
3488,lycus, (new earth),public identity,bad characters,,,male characters,living characters,5,"2008, october",2008
3489,marque, (new earth),public identity,bad characters,black eyes,black hair,female characters,living characters,5,"2008, september",2008
3490,mind bullet, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2008, june",2008
3491,pierrot lunaire, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2008, june",2008
3492,sendrina, (new earth),secret identity,good characters,red eyes,brown hair,female characters,living characters,5,"2008, february",2008
3493,tuatara ii, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2008, june",2008
3494,violet, (new earth),secret identity,neutral characters,,red hair,female characters,living characters,5,"2008, march",2008
3495,bizarro jimmy olsen, (new earth),secret identity,,black eyes,red hair,male characters,living characters,5,"2007, october",2007
3496,branca, (new earth),public identity,bad characters,,,male characters,deceased characters,5,"2007, may",2007
3497,brother flay, (new earth),,bad characters,brown eyes,black hair,male characters,deceased characters,5,"2007, december",2007
3498,chien na wei, (new earth),secret identity,bad characters,,white hair,female characters,living characters,5,"2007, october",2007
3499,diamalon, (new earth),public identity,good characters,blue eyes,,,deceased characters,5,"2007, august",2007
3500,edward hwang, (new earth),public identity,bad characters,,black hair,male characters,deceased characters,5,"2007, september",2007
3501,enkafos, (new earth),public identity,bad characters,white eyes,,male characters,deceased characters,5,"2007, september",2007
3502,frank halloran, (new earth),secret identity,neutral characters,photocellular eyes,blond hair,male characters,deceased characters,5,"2007, june",2007
3503,hackett, (new earth),public identity,bad characters,brown eyes,brown hair,male characters,living characters,5,"2007, september",2007
3504,horku, (new earth),public identity,bad characters,white eyes,,male characters,deceased characters,5,"2007, august",2007
3505,jia, (new earth),secret identity,bad characters,,black hair,female characters,living characters,5,"2007, may",2007
3506,kid crusader, (new earth),secret identity,bad characters,black eyes,black hair,male characters,living characters,5,"2007, february",2007
3507,kieran marshall, (new earth),secret identity,good characters,,,male characters,living characters,5,"2007, february",2007
3508,mallow, (new earth),,bad characters,,grey hair,male characters,living characters,5,"2007, august",2007
3509,perseus hazard, (new earth),public identity,,brown eyes,,male characters,deceased characters,5,"2007, august",2007
3510,pharyngula, (new earth),,bad characters,,,male characters,living characters,5,"2007, june",2007
3511,scivor, (new earth),,bad characters,,,,living characters,5,"2007, august",2007
3512,snap trap, (new earth),,bad characters,,,male characters,living characters,5,"2007, august",2007
3513,stanch, (new earth),,bad characters,,,male characters,living characters,5,"2007, august",2007
3514,thomas larson, (new earth),secret identity,bad characters,,brown hair,male characters,living characters,5,"2007, april",2007
3515,chief justice, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,living characters,5,"2006, november",2006
3516,corky charles, (new earth),public identity,,,white hair,male characters,living characters,5,"2006, may",2006
3517,elephant man, (new earth),secret identity,bad characters,black eyes,,male characters,living characters,5,"2006, june",2006
3518,embargo, (new earth),secret identity,bad characters,,blond hair,female characters,living characters,5,"2006, november",2006
3519,garmin vid, (new earth),,good characters,green eyes,,male characters,living characters,5,"2006, june",2006
3520,giggs, (new earth),,bad characters,green eyes,grey hair,male characters,living characters,5,"2006, october",2006
3521,"head, of the waiting", (new earth),secret identity,,green eyes,,male characters,living characters,5,"2006, august",2006
3522,jace lorens, (new earth),public identity,bad characters,,,male characters,deceased characters,5,"2006, december",2006
3523,john smalls, (new earth),,neutral characters,brown eyes,black hair,male characters,living characters,5,"2006, june",2006
3524,josef muller, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2006, september",2006
3525,lashorr, (new earth),,good characters,,red hair,female characters,living characters,5,"2006, july",2006
3526,lord of the damned, (new earth),public identity,bad characters,red eyes,,male characters,deceased characters,5,"2006, may",2006
3527,major victory iii, (new earth),secret identity,good characters,,blond hair,male characters,deceased characters,5,"2006, june",2006
3528,mister choi, (new earth),,neutral characters,brown eyes,black hair,male characters,living characters,5,"2006, september",2006
3529,mister nitro, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2006, june",2006
3530,nuclear, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2006, june",2006
3531,sara smart, (new earth),secret identity,bad characters,blue eyes,red hair,female characters,living characters,5,"2006, january",2006
3532,subjekt-17, (new earth),,bad characters,black eyes,,male characters,deceased characters,5,"2006, october",2006
3533,violet robinson, (new earth),public identity,neutral characters,,blond hair,female characters,living characters,5,"2006, august",2006
3534,ali-ka zoom, (new earth),secret identity,good characters,black eyes,black hair,male characters,living characters,5,"2005, july",2005
3535,beni sholin, (new earth),,good characters,,,male characters,living characters,5,"2005, november",2005
3536,edward stargard, (new earth),secret identity,good characters,black eyes,,male characters,living characters,5,"2005, may",2005
3537,grumb, (new earth),,good characters,purple eyes,,male characters,living characters,5,"2005, october",2005
3538,hummingbird, (new earth),secret identity,bad characters,,blond hair,female characters,living characters,5,"2005, may",2005
3539,king of spades v, (new earth),,bad characters,,,male characters,living characters,5,"2005, october",2005
3540,lasso, (new earth),secret identity,bad characters,,brown hair,male characters,living characters,5,"2005, may",2005
3541,lisa yurigama, (new earth),secret identity,bad characters,brown eyes,black hair,female characters,living characters,5,"2005, march",2005
3542,michelle torres, (new earth),public identity,neutral characters,,brown hair,female characters,living characters,5,"2005, february",2005
3543,richard beren, (new earth),secret identity,good characters,,black hair,male characters,living characters,5,"2005, may",2005
3544,takahata, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,5,"2005, september",2005
3545,tremor, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2005, october",2005
3546,rava, (new earth),public identity,good characters,,white hair,male characters,deceased characters,5,"2004, april",2004
3547,curse, (new earth),,bad characters,,,male characters,living characters,5,"2003, october",2003
3548,headhunter ii, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2003, november",2003
3549,jennifer stuart, (new earth),public identity,good characters,blue eyes,blond hair,female characters,living characters,5,"2003, april",2003
3550,madeline benoir, (new earth),secret identity,neutral characters,green eyes,red hair,female characters,living characters,5,"2003, june",2003
3551,marisol samuels, (new earth),public identity,good characters,,black hair,female characters,living characters,5,"2003, october",2003
3552,rand westbrook, (new earth),public identity,bad characters,,brown hair,male characters,living characters,5,"2003, august",2003
3553,reno rosetti, (new earth),public identity,good characters,,black hair,male characters,living characters,5,"2003, july",2003
3554,anointed one, (new earth),secret identity,good characters,,,male characters,deceased characters,5,"2002, october",2002
3555,anthony hartzell, (new earth),secret identity,neutral characters,,,male characters,living characters,5,"2002, may",2002
3556,charles lau, (new earth),public identity,good characters,,black hair,male characters,living characters,5,"2002, march",2002
3557,claire foster, (new earth),public identity,,,black hair,female characters,living characters,5,"2002, january",2002
3558,david said, (new earth),public identity,good characters,,black hair,male characters,living characters,5,"2002, may",2002
3559,jeremy barlow, (new earth),public identity,,,black hair,male characters,living characters,5,"2002, may",2002
3560,mateo flores, (new earth),public identity,bad characters,brown eyes,black hair,male characters,living characters,5,"2002, october",2002
3561,mitchell mayo, (new earth),public identity,bad characters,,,male characters,deceased characters,5,"2002, january",2002
