id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
9737,rebecca schuyler, (earth-616),,,,brown hair,female characters,living characters,2,Aug-97,1997
9738,rebo, (earth-616),secret identity,good characters,,brown hair,male characters,living characters,2,Sep-97,1997
9739,robert takahama, (earth-616),,neutral characters,brown eyes,black hair,male characters,deceased characters,2,Jul-97,1997
9740,sagittarius, (earth-616),secret identity,bad characters,,brown hair,male characters,living characters,2,Aug-97,1997
9741,sari st. hubbins, (earth-616),,bad characters,,blond hair,female characters,living characters,2,Oct-97,1997
9742,skurge, (earth-616),secret identity,bad characters,,,male characters,living characters,2,May-97,1997
9743,sodium, (earth-616),,bad characters,,,,living characters,2,Sep-97,1997
9744,stigmata, (earth-616),secret identity,,,no hair,female characters,living characters,2,Sep-97,1997
9745,stone, (earth-616),,bad characters,,bald,male characters,living characters,2,Sep-97,1997
9746,super-adaptoid, (earth-616),,good characters,,,,living characters,2,Sep-97,1997
9747,tether, (earth-616),secret identity,neutral characters,,no hair,female characters,living characters,2,Oct-97,1997
9748,thaddeus ross, (earth-616),public identity,neutral characters,,,male characters,living characters,2,Feb-97,1997
9749,theresa petty, (earth-616),,neutral characters,,,female characters,living characters,2,Feb-97,1997
9750,tungsten, (earth-616),,bad characters,,no hair,,living characters,2,Oct-97,1997
9751,ulysses klaw, (earth-616),,bad characters,,,male characters,living characters,2,Jun-97,1997
9752,vokech, (earth-616),,bad characters,,,,living characters,2,Apr-97,1997
9753,yano, (earth-616),secret identity,bad characters,,black hair,male characters,living characters,2,Jun-97,1997
9754,zen-pram, (earth-616),,,,black hair,male characters,deceased characters,2,Apr-97,1997
9755,zirconium, (earth-616),,bad characters,,no hair,,living characters,2,Sep-97,1997
9756,agent briggs, (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,2,May-98,1998
9757,ainet, (earth-616),,,,white hair,female characters,living characters,2,Jul-98,1998
9758,airborne, (earth-616),,bad characters,,,female characters,living characters,2,Feb-98,1998
9759,angela bradford, (earth-616),,bad characters,,,female characters,living characters,2,Sep-98,1998
9760,ariana, (earth-616),no dual identity,,,grey hair,female characters,living characters,2,Nov-98,1998
9761,baron zebek, (earth-616),no dual identity,bad characters,,,male characters,living characters,2,May-98,1998
9762,bert gilmore, (earth-616),no dual identity,,,grey hair,male characters,living characters,2,Sep-98,1998
9763,blurry, (earth-616),,bad characters,,,male characters,living characters,2,Jul-98,1998
9764,boobytrap, (earth-616),,bad characters,,,male characters,living characters,2,Feb-98,1998
9765,brainy, (earth-616),,bad characters,,,male characters,living characters,2,Jul-98,1998
9766,bronchar, (earth-616),,bad characters,,,male characters,living characters,2,Aug-98,1998
9767,calvin burlingame, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Oct-98,1998
9768,chucky diamond, (earth-616),public identity,,,bald,male characters,living characters,2,Nov-98,1998
9769,dormouse, (earth-616),,bad characters,,,male characters,living characters,2,Apr-98,1998
9770,fabian lamuerto, (earth-616),public identity,,,black hair,male characters,living characters,2,Jul-98,1998
9771,finar, (earth-616),public identity,bad characters,brown eyes,,male characters,deceased characters,2,Apr-98,1998
9772,firefight, (earth-616),,,,,,living characters,2,Feb-98,1998
9773,greasy, (earth-616),,bad characters,,,male characters,living characters,2,Jul-98,1998
9774,harry manners, (earth-616),secret identity,neutral characters,,,male characters,deceased characters,2,Jan-98,1998
9775,henry wallinger, (earth-616),,bad characters,,,male characters,living characters,2,Jul-98,1998
9776,iconoclast, (earth-616),,,,,male characters,living characters,2,Feb-98,1998
9777,jenny, (earth-616),no dual identity,neutral characters,blue eyes,black hair,female characters,living characters,2,Jul-98,1998
9778,jomo kimane, (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,2,Nov-98,1998
9779,kenjiro fujikawa, (earth-616),no dual identity,,,white hair,male characters,living characters,2,May-98,1998
9780,lemieu, (earth-616),secret identity,bad characters,,red hair,male characters,deceased characters,2,May-98,1998
9781,lo chien, (earth-616),secret identity,,,bald,male characters,living characters,2,Dec-98,1998
9782,mad hatter, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Apr-98,1998
9783,mahapralaya, (earth-616),secret identity,bad characters,,grey hair,male characters,deceased characters,2,Apr-98,1998
9784,marista, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,2,Nov-98,1998
9785,oyakata, (earth-616),secret identity,neutral characters,brown eyes,black hair,male characters,living characters,2,Dec-98,1998
9786,pyre, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Dec-98,1998
9787,rebecca agee, (earth-616),,,,,female characters,living characters,2,Jul-98,1998
9788,rocket-launcher, (earth-616),,bad characters,,,male characters,living characters,2,Feb-98,1998
9789,sai, (earth-616),secret identity,,,red hair,female characters,living characters,2,Dec-98,1998
9790,simon krieger, (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,living characters,2,Aug-98,1998
9791,stanley hathaway, (earth-616),,good characters,,,male characters,deceased characters,2,Sep-98,1998
9792,stem, (earth-616),secret identity,bad characters,green eyes,no hair,male characters,living characters,2,Jan-98,1998
9793,stranglehold, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Dec-98,1998
9794,tatjana stiles, (earth-616),public identity,good characters,,black hair,female characters,living characters,2,May-98,1998
9795,thomas marles, (earth-616),public identity,,,blond hair,male characters,living characters,2,Jul-98,1998
9796,tia senyaka, (earth-616),public identity,good characters,,black hair,female characters,living characters,2,Jul-98,1998
9797,vittorio silvani, (earth-616),no dual identity,bad characters,blue eyes,blond hair,male characters,living characters,2,Feb-98,1998
9798,willis gottfried, (earth-616),,,blue eyes,blond hair,male characters,living characters,2,Jul-98,1998
9799,windy, (earth-616),,bad characters,,,male characters,living characters,2,Jul-98,1998
9800,yvette diamonde, (earth-616),secret identity,bad characters,,black hair,female characters,living characters,2,Jan-98,1998
9801,astarte, (earth-616),secret identity,bad characters,,brown hair,female characters,living characters,2,Aug-99,1999
9802,balthakk, (earth-616),secret identity,neutral characters,no eyes,no hair,,living characters,2,Nov-99,1999
9803,billy yuan, (earth-616),no dual identity,,brown eyes,black hair,male characters,living characters,2,May-99,1999
9804,callie yeager, (earth-616),public identity,,,red hair,female characters,living characters,2,Mar-99,1999
9805,ceranda, (earth-616),public identity,good characters,blue eyes,black hair,female characters,living characters,2,Mar-99,1999
9806,christina carr, (earth-616),secret identity,bad characters,blue eyes,black hair,female characters,living characters,2,Sep-99,1999
9807,david ferrari, (earth-616),secret identity,bad characters,,blond hair,male characters,living characters,2,Aug-99,1999
9808,dragonwing, (earth-616),secret identity,bad characters,,blond hair,male characters,living characters,2,Jul-99,1999
9809,duncan vess, (earth-616),public identity,,brown eyes,black hair,male characters,living characters,2,Dec-99,1999
9810,electryon, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Aug-99,1999
9811,fieldstone, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Oct-99,1999
9812,finn, (earth-616),secret identity,neutral characters,green eyes,green hair,male characters,living characters,2,Nov-99,1999
9813,fizgig, (earth-616),secret identity,bad characters,,,female characters,living characters,2,Oct-99,1999
9814,hoarfrost, (earth-616),secret identity,bad characters,blue eyes,no hair,male characters,living characters,2,Oct-99,1999
9815,hoopsnake, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Oct-99,1999
9816,hunter brawn, (earth-616),,bad characters,,white hair,male characters,living characters,2,Apr-99,1999
9817,ingot, (earth-616),secret identity,bad characters,,,female characters,living characters,2,Oct-99,1999
9818,integer, (earth-616),secret identity,bad characters,,no hair,male characters,living characters,2,Apr-99,1999
9819,iron maiden, (earth-616),secret identity,bad characters,,red hair,female characters,living characters,2,Apr-99,1999
9820,jet-black, (earth-616),secret identity,bad characters,,black hair,male characters,living characters,2,Jul-99,1999
9821,jonathan rickman, (earth-616),public identity,,black eyes,no hair,male characters,deceased characters,2,Sep-99,1999
9822,judy lumley, (earth-616),,,,,female characters,living characters,2,Mar-99,1999
9823,krakkan, (earth-616),secret identity,neutral characters,,,male characters,living characters,2,Nov-99,1999
9824,legault, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Apr-99,1999
9825,loblolly, (earth-616),secret identity,bad characters,,,,living characters,2,Oct-99,1999
9826,lucas guthrie, (earth-616),,good characters,brown eyes,brown hair,male characters,living characters,2,Nov-99,1999
9827,mariah ellenthorpe, (earth-616),,bad characters,,,female characters,living characters,2,Feb-99,1999
9828,mesmero, (earth-616),,bad characters,,,male characters,living characters,2,Jun-99,1999
9829,mrok, (earth-616),no dual identity,,,,male characters,living characters,2,Jan-99,1999
9830,mrs. st. croix, (earth-616),secret identity,good characters,brown eyes,brown hair,female characters,deceased characters,2,Dec-99,1999
9831,opsidian, (earth-616),secret identity,bad characters,,,,living characters,2,Apr-99,1999
9832,otomo, (earth-616),public identity,good characters,,black hair,male characters,living characters,2,Dec-99,1999
9833,owen candler, (earth-616),public identity,neutral characters,blue eyes,white hair,male characters,deceased characters,2,Sep-99,1999
9834,patriot, (earth-616),secret identity,,blue eyes,bald,male characters,living characters,2,Dec-99,1999
9835,paulette brazee, (earth-616),secret identity,good characters,brown eyes,blond hair,female characters,deceased characters,2,Jan-99,1999
9836,randall jefferson, (earth-616),public identity,neutral characters,black eyes,black hair,male characters,deceased characters,2,Jan-99,1999
9837,randolph conroy, (earth-616),public identity,,,bald,male characters,living characters,2,Jul-99,1999
9838,reanimator, (earth-616),public identity,bad characters,black eyes,black hair,male characters,living characters,2,Jul-99,1999
9839,ronald parady, (earth-616),public identity,,,grey hair,male characters,living characters,2,Jul-99,1999
9840,scarum, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Oct-99,1999
9841,shadowcaster, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Nov-99,1999
9842,sign, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Jul-99,1999
9843,tough love, (earth-616),secret identity,bad characters,,black hair,male characters,living characters,2,Jul-99,1999
9844,union, (earth-616),,bad characters,red eyes,no hair,,living characters,2,Jun-99,1999
9845,vampiro, (earth-616),secret identity,bad characters,,white hair,male characters,deceased characters,2,Sep-99,1999
9846,watchfire, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Oct-99,1999
9847,aentaros, (earth-616),,,,,male characters,living characters,2,May-00,2000
9848,agent green, (earth-616),secret identity,good characters,,,female characters,deceased characters,2,Dec-00,2000
9849,agent orange, (earth-616),secret identity,good characters,,,female characters,deceased characters,2,Dec-00,2000
9850,agent red, (earth-616),secret identity,good characters,,,male characters,deceased characters,2,Dec-00,2000
9851,"alton osborn, sr.", (earth-616),,,,,male characters,deceased characters,2,Nov-00,2000
9852,arthur delacourte, (earth-616),secret identity,bad characters,red eyes,,male characters,living characters,2,Feb-00,2000
9853,baldar, (earth-616),,,,grey hair,male characters,living characters,2,Oct-00,2000
9854,bannerman black, (earth-616),secret identity,good characters,,,male characters,living characters,2,Sep-00,2000
9855,bannerman blue, (earth-616),secret identity,good characters,,,male characters,living characters,2,Sep-00,2000
9856,bannerman white, (earth-616),secret identity,good characters,,,male characters,living characters,2,Sep-00,2000
9857,blanca del hierro, (earth-616),,,,black hair,female characters,living characters,2,Dec-00,2000
9858,brian leighton, (earth-616),,neutral characters,,,male characters,living characters,2,Apr-00,2000
9859,claude potier, (earth-616),secret identity,neutral characters,hazel eyes,brown hair,male characters,living characters,2,Oct-00,2000
9860,cluster, (earth-616),secret identity,,red eyes,no hair,male characters,living characters,2,Jan-00,2000
9861,cornelius shaw, (earth-616),public identity,bad characters,,black hair,male characters,deceased characters,2,Mar-00,2000
9862,cyanide jane, (earth-616),secret identity,good characters,blue eyes,white hair,female characters,living characters,2,Nov-00,2000
9863,dirty wolff, (earth-616),,,grey eyes,black hair,male characters,living characters,2,Jun-00,2000
9864,e.b. farrell, (earth-616),secret identity,good characters,,blond hair,male characters,living characters,2,Nov-00,2000
9865,emma, (earth-616),,neutral characters,black eyes,red hair,female characters,deceased characters,2,Jun-00,2000
9866,esau shaw, (earth-616),,,,,male characters,deceased characters,2,Mar-00,2000
9867,flatiron, (earth-616),secret identity,good characters,brown eyes,bald,male characters,deceased characters,2,Mar-00,2000
9868,gareth thomas, (earth-616),secret identity,good characters,,black hair,male characters,deceased characters,2,Dec-00,2000
9869,gerald simms, (earth-616),secret identity,good characters,,,male characters,living characters,2,Nov-00,2000
9870,goth, (earth-616),secret identity,bad characters,black eyes,black hair,male characters,deceased characters,2,Sep-00,2000
9871,gunnar, (earth-616),secret identity,good characters,,,male characters,living characters,2,Dec-00,2000
9872,henry sleeman, (earth-616),secret identity,bad characters,,,male characters,living characters,2,Jan-00,2000
9873,ikarys, (earth-616),public identity,neutral characters,,bald,male characters,living characters,2,Jun-00,2000
9874,john skulinowski, (earth-616),secret identity,good characters,,,male characters,living characters,2,Nov-00,2000
9875,jonathan somers, (earth-616),,,,black hair,male characters,deceased characters,2,May-00,2000
9876,junction, (earth-616),secret identity,bad characters,,brown hair,female characters,deceased characters,2,Nov-00,2000
9877,katyusha, (earth-616),secret identity,good characters,brown eyes,brown hair,female characters,living characters,2,Aug-00,2000
9878,khafre, (earth-616),,,,,male characters,living characters,2,Sep-00,2000
9879,luke garrow, (earth-616),,bad characters,,grey hair,male characters,deceased characters,2,Nov-00,2000
9880,mako, (earth-616),secret identity,good characters,black eyes,black hair,female characters,living characters,2,Mar-00,2000
9881,marcel deflandre, (earth-616),secret identity,good characters,,no hair,male characters,living characters,2,Dec-00,2000
9882,mick patterson, (earth-616),secret identity,,,,male characters,living characters,2,May-00,2000
9883,monmouth, (earth-616),,,,no hair,,living characters,2,Sep-00,2000
9884,ms fortune, (earth-616),secret identity,bad characters,,,female characters,living characters,2,Apr-00,2000
9885,nelson frank, (earth-616),,,blue eyes,black hair,male characters,living characters,2,Nov-00,2000
9886,noah baxter, (earth-616),,,,grey hair,male characters,living characters,2,Dec-00,2000
9887,oracle, (earth-616),,good characters,,black hair,female characters,living characters,2,Dec-00,2000
9888,ransome sole, (earth-616),secret identity,bad characters,,blond hair,male characters,deceased characters,2,Aug-00,2000
9889,rapunzel, (earth-616),secret identity,good characters,brown eyes,red hair,female characters,deceased characters,2,May-00,2000
9890,scythe, (earth-616),,bad characters,,,male characters,living characters,2,Sep-00,2000
9891,tabitha gance, (earth-616),public identity,bad characters,red eyes,blond hair,female characters,living characters,2,Feb-00,2000
9892,talo, (earth-616),public identity,good characters,,,male characters,living characters,2,Oct-00,2000
9893,tartarus, (earth-616),,neutral characters,,,male characters,deceased characters,2,Jun-00,2000
9894,theoren marceaux, (earth-616),secret identity,neutral characters,brown eyes,black hair,male characters,living characters,2,May-00,2000
9895,victoria donnely, (earth-616),secret identity,good characters,,blond hair,female characters,living characters,2,Feb-00,2000
9896,visalia, (earth-616),public identity,good characters,green eyes,blond hair,female characters,living characters,2,May-00,2000
9897,wallace worthington, (earth-616),,good characters,,,male characters,deceased characters,2,Feb-00,2000
9898,wanderer, (earth-616),secret identity,,,purple hair,female characters,living characters,2,Aug-00,2000
9899,watchtower, (earth-616),secret identity,,,bald,male characters,living characters,2,Sep-00,2000
9900,allison lange, (earth-616),no dual identity,,,blond hair,female characters,living characters,2,1-May,2001
9901,aryan, (earth-616),,bad characters,blue eyes,no hair,male characters,living characters,2,1-Jul,2001
9902,caleb jackson, (earth-616),secret identity,,,,male characters,living characters,2,1-Jun,2001
9903,carla, (earth-616),secret identity,good characters,,,female characters,living characters,2,1-Aug,2001
9904,crimson dynamo vii, (earth-616),secret identity,bad characters,,,,living characters,2,1-Jun,2001
9905,diego ardilles, (earth-616),,,brown eyes,black hair,male characters,deceased characters,2,1-Sep,2001
9906,donald trask iii, (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,deceased characters,2,1-Jul,2001
9907,examiner, (earth-616),,,,white hair,male characters,living characters,2,1-Nov,2001
9908,fiona dunn, (earth-616),secret identity,neutral characters,blue eyes,red hair,female characters,deceased characters,2,1-Oct,2001
9909,harrison stavrou, (earth-616),,,blue eyes,blond hair,male characters,deceased characters,2,1-Sep,2001
9910,harvester, (earth-616),secret identity,bad characters,variable eyes,no hair,male characters,living characters,2,1-May,2001
9911,jack abbott, (earth-616),public identity,bad characters,brown eyes,bald,male characters,living characters,2,1-Jan,2001
9912,jared carstairs, (earth-616),public identity,bad characters,,red hair,male characters,living characters,2,1-Nov,2001
9913,"john howlett, jr.", (earth-616),no dual identity,,blue eyes,brown hair,male characters,deceased characters,2,1-Dec,2001
9914,kali vries, (earth-616),public identity,good characters,,auburn hair,female characters,living characters,2,1-Aug,2001
9915,madame drache, (earth-616),secret identity,neutral characters,,,female characters,deceased characters,2,1-Dec,2001
9916,mammoth, (earth-616),secret identity,neutral characters,,,male characters,deceased characters,2,1-Oct,2001
9917,michael dorie, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,2,1-May,2001
9918,miles warbeck, (earth-616),secret identity,,,brown hair,male characters,deceased characters,2,1-Dec,2001
9919,mister kenneth, (earth-616),no dual identity,neutral characters,,,male characters,deceased characters,2,1-Nov,2001
9920,nancy, (earth-616),secret identity,,black eyes,brown hair,female characters,deceased characters,2,1-Dec,2001
9921,oswald, (earth-616),secret identity,bad characters,brown eyes,blond hair,male characters,deceased characters,2,1-Jul,2001
9922,papa hagg, (earth-616),secret identity,good characters,brown eyes,bald,male characters,living characters,2,1-Mar,2001
9923,sigismund bismarck, (earth-616),,good characters,,blond hair,male characters,living characters,2,1-Jun,2001
9924,ugly john, (earth-616),,neutral characters,,brown hair,male characters,deceased characters,2,1-Jul,2001
9925,viktor smerdilovisc, (earth-616),,bad characters,,,male characters,living characters,2,1-May,2001
9926,abel, (earth-616),no dual identity,,,bald,male characters,living characters,2,2-Jun,2002
9927,alex, (earth-616),no dual identity,good characters,brown eyes,black hair,male characters,deceased characters,2,2-Nov,2002
9928,anzehlika medvedev, (earth-616),no dual identity,neutral characters,blue eyes,black hair,female characters,living characters,2,2-Jun,2002
9929,armour, (earth-616),secret identity,bad characters,,,male characters,deceased characters,2,2-Aug,2002
9930,ashton wither, (earth-616),,good characters,,brown hair,male characters,deceased characters,2,2-Oct,2002
9931,avery connor, (earth-616),no dual identity,good characters,blue eyes,black hair,female characters,living characters,2,2-Jan,2002
9932,benjamin pancake, (earth-616),,bad characters,,,male characters,living characters,2,2-Nov,2002
9933,billy, (earth-616),no dual identity,,,,male characters,living characters,2,2-Feb,2002
9934,blimp, (earth-616),secret identity,neutral characters,white eyes,bald,male characters,living characters,2,2-May,2002
9935,brooke douglas, (earth-616),public identity,good characters,,,female characters,living characters,2,2-Sep,2002
9936,cain, (earth-616),no dual identity,neutral characters,,black hair,male characters,living characters,2,2-Jun,2002
9937,chin hsi, (earth-616),secret identity,good characters,,,male characters,living characters,2,2-Jan,2002
9938,deuteronomy, (earth-616),no dual identity,bad characters,,no hair,,living characters,2,2-Jul,2002
9939,dick, (earth-616),,good characters,,,male characters,living characters,2,2-Oct,2002
9940,fader, (earth-616),public identity,neutral characters,,,,living characters,2,2-May,2002
9941,falzone, (earth-616),public identity,,,brown hair,male characters,deceased characters,2,2-Apr,2002
9942,faysal al-tariq, (earth-616),,bad characters,,,male characters,living characters,2,2-Aug,2002
9943,ggorgstog, (earth-616),,good characters,,white hair,male characters,living characters,2,2-Mar,2002
9944,hong lianje, (earth-616),secret identity,good characters,,,male characters,living characters,2,2-Apr,2002
9945,imdugud, (earth-616),,bad characters,red eyes,no hair,male characters,living characters,2,2-May,2002
9946,iprah, (earth-616),no dual identity,neutral characters,,blond hair,female characters,deceased characters,2,2-Jun,2002
9947,isley, (earth-616),secret identity,bad characters,,red hair,male characters,living characters,2,2-May,2002
9948,james hutchinson, (earth-616),public identity,neutral characters,yellow eyes,,male characters,living characters,2,2-Aug,2002
9949,jane jones, (earth-616),public identity,neutral characters,green eyes,red hair,female characters,living characters,2,2-May,2002
9950,john joseph maguire, (earth-616),public identity,neutral characters,,auburn hair,male characters,living characters,2,2-Jul,2002
9951,john watkins jr., (earth-616),secret identity,good characters,,blond hair,male characters,deceased characters,2,2-Mar,2002
9952,maksim golitsyn, (earth-616),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,2,2-Jun,2002
9953,mr. davis, (earth-616),no dual identity,neutral characters,,brown hair,male characters,living characters,2,2-Jun,2002
9954,mystic, (earth-616),,bad characters,,,male characters,living characters,2,2-Aug,2002
9955,peter, (earth-616),public identity,neutral characters,brown eyes,black hair,male characters,deceased characters,2,2-Dec,2002
9956,robert zepheniah, (earth-616),secret identity,good characters,,black hair,male characters,living characters,2,2-May,2002
9957,russell, (earth-616),,good characters,,,male characters,living characters,2,2-Oct,2002
9958,sherry, (earth-616),public identity,,,red hair,female characters,living characters,2,2-Jul,2002
9959,spence williams, (earth-616),public identity,good characters,,red hair,male characters,living characters,2,2-Apr,2002
9960,splatter gomorrah, (earth-616),no dual identity,neutral characters,,no hair,male characters,living characters,2,2-Jun,2002
9961,suzi pazuzu, (earth-616),,good characters,,black hair,female characters,living characters,2,2-Apr,2002
9962,tischenko, (earth-616),public identity,bad characters,brown eyes,white hair,male characters,living characters,2,2-Jun,2002
9963,virus, (earth-616),secret identity,bad characters,,,male characters,living characters,2,2-Nov,2002
9964,waldo dini, (earth-616),no dual identity,bad characters,brown eyes,brown hair,male characters,living characters,2,2-Mar,2002
9965,warrior, (earth-616),,bad characters,,,male characters,living characters,2,2-Aug,2002
9966,zona cluster-6, (earth-616),secret identity,bad characters,white eyes,no hair,male characters,living characters,2,2-Sep,2002
9967,ali al-zubaidi, (earth-616),secret identity,bad characters,,brown hair,male characters,deceased characters,2,3-Oct,2003
9968,belinda mathius, (earth-616),no dual identity,bad characters,,,female characters,living characters,2,3-Dec,2003
9969,billy taylor, (earth-616),no dual identity,good characters,blue eyes,brown hair,male characters,deceased characters,2,3-Mar,2003
9970,bubble, (earth-616),,good characters,,,male characters,deceased characters,2,3-Sep,2003
9971,christian wagner, (earth-616),no dual identity,good characters,brown eyes,brown hair,male characters,deceased characters,2,3-Oct,2003
9972,christopher alleyne, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,2,3-Oct,2003
9973,dallas huxley, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,2,3-Jan,2003
9974,dante ortega, (earth-616),,neutral characters,brown eyes,black hair,male characters,living characters,2,3-Dec,2003
9975,darick gallhager, (earth-616),secret identity,,brown eyes,black hair,male characters,living characters,2,3-Apr,2003
9976,davis, (earth-616),,,brown eyes,black hair,male characters,deceased characters,2,3-Jan,2003
9977,doctorangutan, (earth-616),public identity,bad characters,,brown hair,male characters,deceased characters,2,3-Jul,2003
9978,dorothy alleyne, (earth-616),secret identity,good characters,brown eyes,brown hair,female characters,living characters,2,3-Oct,2003
9979,elizabeth nixon, (earth-616),,neutral characters,blue eyes,,female characters,living characters,2,3-Nov,2003
9980,g\u00fcnter gross, (earth-616),secret identity,bad characters,red eyes,bald,male characters,deceased characters,2,3-Oct,2003
9981,haokah, (earth-616),,,white eyes,brown hair,male characters,living characters,2,3-May,2003
9982,hunab-ku, (earth-616),secret identity,,black eyes,black hair,male characters,living characters,2,3-May,2003
9983,jack freestone, (earth-616),public identity,good characters,blue eyes,black hair,male characters,living characters,2,3-Dec,2003
9984,jack harvey, (earth-616),secret identity,good characters,brown eyes,bald,male characters,deceased characters,2,3-Feb,2003
9985,jefferson jamison, (earth-616),secret identity,good characters,brown eyes,bald,male characters,deceased characters,2,3-Feb,2003
9986,jo, (earth-616),public identity,good characters,,black hair,female characters,living characters,2,3-Dec,2003
9987,jonas keller, (earth-616),,bad characters,black eyes,black hair,male characters,deceased characters,2,3-May,2003
9988,kara, (earth-616),,neutral characters,green eyes,brown hair,female characters,living characters,2,3-Nov,2003
9989,lazarus, (earth-616),secret identity,neutral characters,blue eyes,black hair,male characters,deceased characters,2,3-Jul,2003
9990,makiko morioka, (earth-616),,,blue eyes,,female characters,deceased characters,2,3-Oct,2003
9991,miranda mantega, (earth-616),public identity,good characters,brown eyes,brown hair,female characters,deceased characters,2,3-Jul,2003
9992,mr. canfield, (earth-616),public identity,good characters,brown eyes,grey hair,male characters,deceased characters,2,3-Jan,2003
9993,mrs. canfield, (earth-616),public identity,good characters,brown eyes,black hair,male characters,deceased characters,2,3-Jan,2003
9994,nallo, (earth-616),public identity,neutral characters,red eyes,no hair,male characters,living characters,2,3-Jul,2003
9995,oliver ryland, (earth-616),public identity,bad characters,,black hair,male characters,living characters,2,3-May,2003
9996,oscar, (earth-616),no dual identity,bad characters,brown eyes,brown hair,male characters,deceased characters,2,3-Jul,2003
9997,peppermint candey, (earth-616),public identity,good characters,blue eyes,blond hair,female characters,deceased characters,2,3-Dec,2003
9998,preston allen, (earth-616),secret identity,bad characters,white eyes,blue hair,male characters,deceased characters,2,3-Oct,2003
9999,wendy taylor, (earth-616),public identity,good characters,blue eyes,blond hair,female characters,living characters,2,3-Mar,2003
10000,zach halliwell, (earth-616),secret identity,good characters,red eyes,brown hair,male characters,living characters,2,3-Mar,2003
10001,aguinaga, (earth-616),public identity,good characters,,,male characters,living characters,2,4-Jan,2004
10002,anthony bronson, (earth-616),no dual identity,good characters,,black hair,male characters,living characters,2,4-Apr,2004
10003,arturo falcone, (earth-616),no dual identity,neutral characters,,black hair,male characters,living characters,2,4-Aug,2004
10004,aurelie sabayon, (earth-616),public identity,good characters,,brown hair,female characters,living characters,2,4-Jul,2004
10005,black knight, (earth-616),secret identity,bad characters,,black hair,male characters,living characters,2,4-May,2004
10006,carl, (earth-616),secret identity,neutral characters,,white hair,male characters,living characters,2,4-Dec,2004
10007,dana hutton, (earth-616),public identity,neutral characters,black eyes,blond hair,female characters,deceased characters,2,4-Sep,2004
10008,don parisi, (earth-616),secret identity,neutral characters,,,male characters,living characters,2,4-Dec,2004
10009,gerard cooper, (earth-616),secret identity,good characters,,bald,male characters,living characters,2,4-Jul,2004
10010,grace foley, (earth-616),,neutral characters,,strawberry blond hair,female characters,living characters,2,4-Jan,2004
10011,gunther herschein, (earth-616),secret identity,bad characters,,blond hair,male characters,deceased characters,2,4-May,2004
10012,howard foley, (earth-616),,neutral characters,,brown hair,male characters,living characters,2,4-Jan,2004
10013,jack white, (earth-616),public identity,good characters,blue eyes,white hair,male characters,living characters,2,4-Feb,2004
10014,jade parisi, (earth-616),public identity,good characters,,brown hair,female characters,living characters,2,4-Dec,2004
10015,jerry halliwell, (earth-616),,good characters,,,male characters,living characters,2,4-Dec,2004
10016,killshot, (earth-616),secret identity,bad characters,,red hair,male characters,living characters,2,4-Feb,2004
10017,laurent levessaur, (earth-616),secret identity,bad characters,,brown hair,male characters,living characters,2,4-Nov,2004
10018,matt falcone, (earth-616),public identity,neutral characters,,black hair,male characters,living characters,2,4-Aug,2004
10019,mr. borkowski, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,2,4-Jan,2004
10020,mrs. borkowski, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,2,4-Jan,2004
10021,mrs. caban, (earth-616),,neutral characters,brown eyes,brown hair,female characters,living characters,2,4-Jul,2004
10022,musclehead, (earth-616),secret identity,bad characters,,green hair,male characters,living characters,2,4-Feb,2004
10023,owen, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,2,4-Oct,2004
10024,paradise, (earth-616),secret identity,bad characters,,red hair,female characters,living characters,2,4-Feb,2004
10025,patrick nesbitt, (earth-616),secret identity,good characters,,black hair,male characters,living characters,2,4-Jul,2004
10026,pedro de noli, (earth-616),secret identity,good characters,,blond hair,male characters,living characters,2,4-Jul,2004
10027,posterboy, (earth-616),secret identity,bad characters,brown eyes,blond hair,male characters,living characters,2,4-Feb,2004
10028,primo falcone, (earth-616),public identity,neutral characters,,black hair,male characters,living characters,2,4-Aug,2004
